<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
03/01/22;00:00;873.0000000;889.8000000;869.0000000;885.8000000;467181
04/01/22;00:00;885.2000000;888.6000000;865.2000000;874.0000000;580650
05/01/22;00:00;874.0000000;878.8000000;813.2000000;816.2000000;1320091
06/01/22;00:00;814.8000000;836.2000000;774.0000000;793.0000000;2258597
10/01/22;00:00;796.0000000;805.0000000;752.6000000;766.8000000;1338224
11/01/22;00:00;770.0000000;780.2000000;756.0000000;770.8000000;1341603
12/01/22;00:00;770.0000000;791.6000000;763.0000000;770.4000000;1678976
13/01/22;00:00;768.0000000;783.0000000;739.4000000;754.6000000;1513122
14/01/22;00:00;754.0000000;765.0000000;660.0000000;686.4000000;4356559
17/01/22;00:00;686.4000000;722.2000000;652.0000000;710.6000000;2461356
18/01/22;00:00;712.0000000;718.8000000;640.0000000;662.8000000;4020323
19/01/22;00:00;665.0000000;696.8000000;612.2000000;675.6000000;4364347
20/01/22;00:00;680.0000000;741.0000000;670.4000000;683.0000000;2822684
21/01/22;00:00;684.0000000;688.4000000;640.2000000;645.8000000;2456141
24/01/22;00:00;651.0000000;662.4000000;556.8000000;596.2000000;5360718
25/01/22;00:00;595.0000000;613.4000000;562.2000000;594.2000000;3143841
26/01/22;00:00;595.8000000;604.0000000;567.8000000;583.0000000;2973843
27/01/22;00:00;576.0000000;609.4000000;571.0000000;591.2000000;3582583
28/01/22;00:00;594.4000000;607.8000000;585.0000000;597.0000000;2296372
31/01/22;00:00;599.0000000;635.0000000;597.2000000;630.0000000;2904545
01/02/22;00:00;630.4000000;666.6000000;630.4000000;655.6000000;2948496
02/02/22;00:00;660.0000000;685.0000000;615.6000000;633.0000000;2999827
03/02/22;00:00;623.8000000;624.8000000;588.8000000;602.0000000;2681231
04/02/22;00:00;610.0000000;623.0000000;555.0000000;580.8000000;3017420
07/02/22;00:00;583.0000000;592.8000000;564.8000000;581.8000000;1389619
08/02/22;00:00;578.4000000;614.0000000;578.2000000;609.8000000;1416060
09/02/22;00:00;610.0000000;639.6000000;609.0000000;635.0000000;1495157
10/02/22;00:00;647.6000000;656.4000000;598.4000000;607.4000000;2667606
11/02/22;00:00;608.8000000;612.0000000;575.0000000;584.8000000;1772253
14/02/22;00:00;583.8000000;596.0000000;559.8000000;596.0000000;2040152
15/02/22;00:00;594.2000000;628.6000000;594.2000000;617.4000000;2076256
16/02/22;00:00;619.6000000;640.0000000;596.0000000;614.6000000;2152759
17/02/22;00:00;612.6000000;614.2000000;580.0000000;588.0000000;1613561
18/02/22;00:00;589.0000000;601.6000000;549.4000000;559.2000000;2196013
21/02/22;00:00;557.2000000;580.6000000;399.8000000;420.0000000;10781850
22/02/22;00:00;419.8000000;485.8000000;348.2000000;479.8000000;9240415
24/02/22;00:00;429.2000000;429.2000000;235.0000000;309.0000000;5102571
25/02/22;00:00;277.2000000;366.4000000;277.2000000;296.0000000;3471329
